Omics_Expr
u3035_6d_BMP4_C09
u3035_6d_BMP4_C10
u3035_6d_BMP4_C12
u3035_6d_BMP4_D02
u3035_6d_BMP4_D03
u3035_6d_BMP4_D04
u3035_6d_BMP4_D05
u3035_6d_BMP4_D06
u3035_6d_BMP4_D07
u3035_6d_BMP4_D08
u3035_6d_BMP4_D09
u3035_6d_BMP4_D10
u3035_6d_BMP4_D11
u3035_6d_BMP4_D12
u3035_6d_BMP4_E03
u3035_6d_BMP4_E06
u3035_6d_BMP4_E07
u3035_6d_BMP4_E08
u3035_6d_BMP4_E09
u3035_6d_BMP4_E10
u3035_6d_BMP4_E12
u3035_6d_BMP4_F04
u3035_6d_BMP4_F05
u3035_6d_BMP4_F07
u3035_6d_BMP4_F08
u3035_6d_BMP4_F10
u3035_6d_BMP4_F11
u3035_6d_BMP4_F12
u3035_6d_BMP4_G03
u3035_6d_BMP4_G04
u3035_6d_BMP4_G05
u3035_6d_BMP4_G06
u3035_6d_BMP4_G07
u3035_6d_BMP4_G08
u3035_6d_BMP4_G09
u3035_6d_BMP4_G10
u3035_6d_BMP4_G12
u3035_6d_BMP4_H03
u3035_6d_BMP4_H04
u3035_6d_BMP4_H05
u3035_6d_BMP4_H06
u3035_6d_BMP4_H07
u3035_6d_BMP4_H08
u3035_6d_BMP4_H09
u3035_6d_BMP4_H10
u3035_6d_BMP4_H11
u3035_6d_BMP4_H12
u3035_0h_contol_A02
u3035_0h_contol_A03
u3035_0h_contol_A04
u3035_0h_contol_A05
u3035_0h_contol_A06
u3035_0h_contol_A07
u3035_0h_contol_A08
u3035_0h_contol_A09
u3035_0h_contol_A10
u3035_0h_contol_A11
u3035_0h_contol_A12
u3035_0h_contol_B02
u3035_0h_contol_B03
u3035_0h_contol_B04
u3035_0h_contol_B05
u3035_0h_contol_B06
u3035_0h_contol_B07
u3035_0h_contol_B08
u3035_0h_contol_B09
u3035_0h_contol_B10
u3035_0h_contol_B11
u3035_0h_contol_B12
u3035_0h_contol_C02
u3035_0h_contol_C03
u3035_0h_contol_C04
u3035_0h_contol_C05
u3035_0h_contol_C06
u3035_0h_contol_C08
u3035_0h_contol_C09
u3035_0h_contol_C10
u3035_0h_contol_C11
u3035_0h_contol_C12
u3035_0h_contol_D01
u3035_0h_contol_D02
u3035_0h_contol_D03
u3035_0h_contol_D05
u3035_0h_contol_D06
u3035_0h_contol_D07
u3035_0h_contol_D08
u3035_0h_contol_D09
u3035_0h_contol_D11
u3035_0h_contol_D12
u3035_0h_contol_E03
u3035_0h_contol_E04
u3035_0h_contol_E05
u3035_0h_contol_E06
u3035_0h_contol_E09
u3035_0h_contol_E10
u3035_0h_contol_E11
u3035_0h_contol_E12
u3035_0h_contol_F03
u3035_0h_contol_F04
u3035_0h_contol_F05
u3035_0h_contol_F06
u3035_0h_contol_F07
u3035_0h_contol_F08
u3035_0h_contol_F09
u3035_0h_contol_F10
u3035_0h_contol_F11
u3035_0h_contol_F12
u3035_0h_contol_G03
u3035_0h_contol_G04
u3035_0h_contol_G05
u3035_0h_contol_G06
u3035_0h_contol_G07
u3035_0h_contol_G08
u3035_0h_contol_G09
u3035_0h_contol_G10
u3035_0h_contol_G11
u3035_0h_contol_G12
u3035_0h_contol_H03
u3035_0h_contol_H04
u3035_0h_contol_H05
u3035_0h_contol_H06
u3035_0h_contol_H08
u3035_0h_contol_H09
u3035_0h_contol_H10
u3035_0h_contol_H11
u3035_0h_contol_H12
